timestamp,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,attack_gyro0,attack_gyro1,attack_gyro2,gyro_rad[0],gyro_rad[1],gyro_rad[2]
28122460,28122460,28122460,28122460,28122460,28122460,3.957431322,3.957431322,-3.941555519,-3.944323906,-3.93847818,-3.942077504,-0.002768387,0.003077339,-0.000521985
28126460,28126460,28126460,28126460,28126460,28126460,1.254219835,1.254219835,-1.313251116,-1.314779779,-1.308487344,-1.312128018,-0.001528663,0.004763772,0.001123098
28130480,28130480,28130480,28130480,28130480,28130480,-2.758639952,-2.758639952,3.5852278,3.58328831,3.588611964,3.585700038,-0.00193949,0.003384164,0.000472238
28134460,28134460,28134460,28134460,28134460,28134460,-3.79448031,-3.79448031,2.456391528,2.45295949,2.459989248,2.457245538,-0.003432038,0.00359772,0.00085401
28138460,28138460,28138460,28138460,28138460,28138460,-0.570073495,-0.570073495,-2.715387532,-2.719339041,-2.711570604,-2.715283967,-0.003951509,0.003816928,0.000103565
28142460,28142460,28142460,28142460,28142460,28142460,3.283257536,3.283257536,-3.339637389,-3.344006166,-3.336974102,-3.340622611,-0.004368777,0.002663287,-0.000985221
28146460,28146460,28146460,28146460,28146460,28146460,3.514388642,3.514388642,1.629089217,1.625130909,1.631520537,1.629169689,-0.003958308,0.00243132,8.05E-05
28150498,28150498,28150498,28150498,28150498,28150498,0.065040668,0.065040668,3.785252283,3.781504261,3.788004134,3.785470766,-0.003748022,0.002751852,0.000218484
28154460,28154460,28154460,28154460,28154460,28154460,-3.632467467,-3.632467467,-0.370427739,-0.374486482,-0.368635324,-0.370348542,-0.004058742,0.001792415,7.92E-05
28158460,28158460,28158460,28158460,28158460,28158460,-3.125803118,-3.125803118,-3.990028928,-3.993556695,-3.987918439,-3.989714627,-0.003527767,0.00211049,0.000314301
28162460,28162460,28162460,28162460,28162460,28162460,0.829352158,0.829352158,-0.927426249,-0.930820781,-0.923075282,-0.928041384,-0.003394532,0.004350967,-0.000615136
28166460,28166460,28166460,28166460,28166460,28166460,3.869538293,3.869538293,3.688360976,3.68386933,3.691323639,3.6886568,-0.004491646,0.002962662,0.000295824
28170464,28170464,28170464,28170464,28170464,28170464,2.656239399,2.656239399,2.101040714,2.097919645,2.104851524,2.102117925,-0.00312107,0.00381081,0.001077211
28174466,28174466,28174466,28174466,28174466,28174466,-1.472591682,-1.472591682,-3.026819418,-3.030034749,-3.020874095,-3.026685087,-0.00321533,0.005945323,0.000134331
28178468,28178468,28178468,28178468,28178468,28178468,-3.983620505,-3.983620505,-3.062611963,-3.065929313,-3.057418553,-3.062161995,-0.003317349,0.00519341,0.000449969
28182460,28182460,28182460,28182460,28182460,28182460,-2.074114128,-2.074114128,1.98750811,1.984083729,1.99238759,1.987850127,-0.003424381,0.004879479,0.000342017
28186460,28186460,28186460,28186460,28186460,28186460,2.127155395,2.127155395,3.74830966,3.743495479,3.752977014,3.748718216,-0.004814181,0.004667354,0.000408556
28190463,28190463,28190463,28190463,28190463,28190463,3.983130672,3.983130672,-0.790908578,-0.79454561,-0.788259732,-0.790601736,-0.003637032,0.002648846,0.000306842
28194460,28194460,28194460,28194460,28194460,28194460,1.443477701,1.443477701,-3.998211161,-4.002298936,-3.995476997,-3.996834293,-0.004087776,0.002734164,0.001376868
28198460,28198460,28198460,28198460,28198460,28198460,-2.687213335,-2.687213335,-0.532236263,-0.535555891,-0.528744244,-0.531899585,-0.003319628,0.003492018,0.000336678
28202461,28202461,28202461,28202461,28202461,28202461,-3.854666554,-3.854666554,3.827330637,3.824342878,3.830085847,3.827119454,-0.002987759,0.00275521,-0.000211183
28206460,28206460,28206460,28206460,28206460,28206460,-0.768279196,-0.768279196,1.77643932,1.771514827,1.779392994,1.77725491,-0.004924493,0.002953674,0.00081559
28210463,28210463,28210463,28210463,28210463,28210463,3.154788416,3.154788416,-3.260676176,-3.266326214,-3.258448926,-3.260934916,-0.005650038,0.00222725,-0.00025874
28214460,28214460,28214460,28214460,28214460,28214460,3.605929254,3.605929254,-2.832689075,-2.837080844,-2.831758712,-2.831866308,-0.004391769,0.000930363,0.000822767
28218463,28218463,28218463,28218463,28218463,28218463,0.084892026,0.084892026,2.344589035,2.339995221,2.34809391,2.344562861,-0.004593815,0.003504875,-2.62E-05
28222468,28222468,28222468,28222468,28222468,28222468,-3.524326642,-3.524326642,3.561649768,3.557619311,3.565581607,3.560464912,-0.004030458,0.003931839,-0.001184856
28226464,28226464,28226464,28226464,28226464,28226464,-3.259307205,-3.259307205,-1.187782346,-1.19106766,-1.183105754,-1.188719926,-0.003285313,0.004676593,-0.00093758
28230461,28230461,28230461,28230461,28230461,28230461,0.626581839,0.626581839,-3.96501195,-3.968026779,-3.961201593,-3.964012987,-0.00301483,0.003810356,0.000998963
28234463,28234463,28234463,28234463,28234463,28234463,3.809027729,3.809027729,-0.108610357,-0.11159833,-0.103828303,-0.108811928,-0.002987973,0.004782054,-0.00020157
28238467,28238467,28238467,28238467,28238467,28238467,2.814209949,2.814209949,3.933333763,3.930305164,3.936169329,3.934947937,-0.003028599,0.002835566,0.001614174
28242463,28242463,28242463,28242463,28242463,28242463,-1.298570174,-1.298570174,1.386165798,1.382391041,1.388906916,1.387863461,-0.003774756,0.002741118,0.001697663
28246460,28246460,28246460,28246460,28246460,28246460,-3.966019593,-3.966019593,-3.465273881,-3.469674143,-3.463699719,-3.464023925,-0.004400262,0.001574161,0.001249955
28250464,28250464,28250464,28250464,28250464,28250464,-2.26045784,-2.26045784,-2.511078471,-2.514838968,-2.508865825,-2.510236829,-0.003760497,0.002212646,0.000841642
28254460,28254460,28254460,28254460,28254460,28254460,1.95426568,1.95426568,2.640719892,2.637933744,2.64400189,2.640957122,-0.002786148,0.003281998,0.00023723
28258464,28258464,28258464,28258464,28258464,28258464,3.996750178,3.996750178,3.377527154,3.374602449,3.380584443,3.379048679,-0.002924704,0.003057289,0.001521525
28262460,28262460,28262460,28262460,28262460,28262460,1.629089217,1.629089217,-1.536768787,-1.542469988,-1.533928749,-1.53521725,-0.005701201,0.002840038,0.001551537
28266463,28266463,28266463,28266463,28266463,28266463,-2.522915603,-2.522915603,-3.888432902,-3.893155804,-3.885154817,-3.887188142,-0.004722903,0.003278085,0.00124476
