timestamp,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,attack_gyro0,attack_gyro1,attack_gyro2,gyro_rad[0],gyro_rad[1],gyro_rad[2]
27869626,27869626,27869626,27869626,27869626,27869626,3.128874419,3.128874419,1.695017193,1.68967779,1.697967332,1.694984683,-0.005339404,0.002950139,-3.25E-05
27873710,27873710,27873710,27873710,27873710,27873710,-0.394944807,-0.394944807,-3.0291842,-3.032821738,-3.025160213,-3.029075676,-0.003637539,0.004023986,0.000108524
27877668,27877668,27877668,27877668,27877668,27877668,-3.807258969,-3.807258969,3.915314156,3.911020245,3.91943858,3.915747074,-0.004293911,0.004124424,0.000432918
27881622,27881622,27881622,27881622,27881622,27881622,-2.628844365,-2.628844365,-3.818950178,-3.822592387,-3.815661376,-3.818512538,-0.003642208,0.003288802,0.000437641
27885672,27885672,27885672,27885672,27885672,27885672,1.27348675,1.27348675,2.936982937,2.933128176,2.940688158,2.937302059,-0.003854761,0.003705221,0.000319123
27889662,27889662,27889662,27889662,27889662,27889662,3.967276178,3.967276178,-1.335353789,-1.338453449,-1.331749036,-1.335231828,-0.00309966,0.003604753,0.000121961
27893666,27893666,27893666,27893666,27893666,27893666,2.252406019,2.252406019,-0.536321098,-0.538910007,-0.532089108,-0.535341004,-0.002588909,0.00423199,0.000980095
27897662,27897662,27897662,27897662,27897662,27897662,-1.962768312,-1.962768312,2.306760568,2.301819122,2.310886206,2.308448142,-0.004941446,0.004125638,0.001687573
27901714,27901714,27901714,27901714,27901714,27901714,-3.999249061,-3.999249061,-3.484641369,-3.490307022,-3.48082678,-3.484265763,-0.005665653,0.00381459,0.000375606
27905662,27905662,27905662,27905662,27905662,27905662,-1.62017827,-1.62017827,3.999997664,3.995332551,4.004574867,3.999033724,-0.004665114,0.004577203,-0.00096394
27909663,27909663,27909663,27909663,27909663,27909663,2.538486136,2.538486136,-3.555751414,-3.559258068,-3.551605023,-3.556701663,-0.003506654,0.004146391,-0.000950249
27913663,27913663,27913663,27913663,27913663,27913663,3.901339697,3.901339697,2.315990969,2.314064603,2.319065125,2.315918027,-0.001926366,0.003074156,-7.29E-05
27917663,27917663,27917663,27917663,27917663,27917663,0.960104345,0.960104345,-0.558080575,-0.562992071,-0.555117291,-0.557788815,-0.004911495,0.002963285,0.00029176
27921663,27921663,27921663,27921663,27921663,27921663,-3.040350349,-3.040350349,-1.324687568,-1.329708327,-1.320868306,-1.324918221,-0.005020759,0.003819262,-0.000230653
27925663,27925663,27925663,27925663,27925663,27925663,-3.68658848,-3.68658848,2.9110872,2.907256824,2.914591814,2.910445431,-0.003830377,0.003504614,-0.000641769
27929707,27929707,27929707,27929707,27929707,27929707,-0.4924051,-0.4924051,-3.812358847,-3.815328019,-3.809066829,-3.813506415,-0.002969172,0.003292018,-0.001147568
27933666,27933666,27933666,27933666,27933666,27933666,3.440457951,3.440457951,3.922384199,3.918307459,3.925130583,3.923321861,-0.004076741,0.002746384,0.000937662
27937667,27937667,27937667,27937667,27937667,27937667,3.369234737,3.369234737,-3.124893355,-3.129283509,-3.122144649,-3.124271396,-0.004390155,0.002748705,0.000621958
27941664,27941664,27941664,27941664,27941664,27941664,-0.431841956,-0.431841956,1.620454011,1.616935269,1.623959273,1.620020003,-0.003518742,0.003505262,-0.000434008
27945660,27945660,27945660,27945660,27945660,27945660,-3.755281785,-3.755281785,0.252165396,0.247377755,0.25566529,0.251503286,-0.004787641,0.003499894,-0.00066211
27949671,27949671,27949671,27949671,27949671,27949671,-2.953885384,-2.953885384,-2.033439292,-2.036743747,-2.029084679,-2.033848264,-0.003304456,0.004354613,-0.000408972
27953660,27953660,27953660,27953660,27953660,27953660,1.141040625,1.141040625,3.404505783,3.402027054,3.408317075,3.405391607,-0.002478729,0.003811292,0.000885824
27957710,27957710,27957710,27957710,27957710,27957710,3.884976341,3.884976341,-3.976501203,-3.980037981,-3.972473415,-3.976385436,-0.003536779,0.004027788,0.000115767
27961680,27961680,27961680,27961680,27961680,27961680,2.473019067,2.473019067,3.701071951,3.696487689,3.70467059,3.7009586,-0.004584262,0.003598639,-0.000113351
27965663,27965663,27965663,27965663,27965663,27965663,-1.780536477,-1.780536477,-2.555075567,-2.558713125,-2.553816663,-2.554768822,-0.003637558,0.001258904,0.000306745
27969660,27969660,27969660,27969660,27969660,27969660,-3.999999874,-3.999999874,0.847045956,0.84353766,0.849267787,0.846299706,-0.003508295,0.002221831,-0.00074625
27973668,27973668,27973668,27973668,27973668,27973668,-1.829563924,-1.829563924,1.023748413,1.020003041,1.027242209,1.024066239,-0.003745372,0.003493796,0.000317826
27977664,27977664,27977664,27977664,27977664,27977664,2.375796848,2.375796848,-2.694205658,-2.69794051,-2.691878083,-2.694321171,-0.003734852,0.002327574,-0.000115513
27981663,27981663,27981663,27981663,27981663,27981663,3.940773873,3.940773873,3.752521717,3.748878149,3.755272057,3.75294358,-0.003643568,0.00275034,0.000421862
27985711,27985711,27985711,27985711,27985711,27985711,1.389560085,1.389560085,-3.983102991,-3.986751725,-3.980140225,-3.98226195,-0.003648734,0.002962766,0.000841041
27989680,27989680,27989680,27989680,27989680,27989680,-2.844729588,-2.844729588,3.323502842,3.319755621,3.327320488,3.323515894,-0.003747221,0.003817646,1.31E-05
27993664,27993664,27993664,27993664,27993664,27993664,-3.761680713,-3.761680713,-1.891325209,-1.895701607,-1.888999722,-1.891241445,-0.004376398,0.002325487,8.38E-05
27997676,27997676,27997676,27997676,27997676,27997676,-0.532634808,-0.532634808,0.091877221,0.088356914,0.095060474,0.091561,-0.003520307,0.003183253,-0.000316221
28001660,28001660,28001660,28001660,28001660,28001660,3.35066135,3.35066135,1.794431395,1.79226621,1.798023642,1.795430935,-0.002165185,0.003592246,0.00099954
28005666,28005666,28005666,28005666,28005666,28005666,3.470734242,3.470734242,-3.227240806,-3.229416768,-3.224499566,-3.225611802,-0.002175963,0.00274124,0.001629004
28009707,28009707,28009707,28009707,28009707,28009707,-0.008997514,-0.008997514,3.934044702,3.929562012,3.936269015,3.934004949,-0.00448269,0.002224313,-3.98E-05
28013710,28013710,28013710,28013710,28013710,28013710,-3.572430961,-3.572430961,-3.828744878,-3.832863899,-3.826086244,-3.829608336,-0.00411902,0.002658634,-0.000863458
28017660,28017660,28017660,28017660,28017660,28017660,-3.049119456,-3.049119456,2.773889002,2.770136846,2.776101638,2.774297555,-0.003752156,0.002212636,0.000408553
28021666,28021666,28021666,28021666,28021666,28021666,0.916763509,0.916763509,-1.154426829,-1.157996716,-1.153604628,-1.152420417,-0.003569886,0.000822201,0.002006412
28025665,28025665,28025665,28025665,28025665,28025665,3.892451939,3.892451939,-0.737424815,-0.742255034,-0.735004769,-0.736176973,-0.004830218,0.002420046,0.001247842
28029671,28029671,28029671,28029671,28029671,28029671,2.592551908,2.592551908,2.449125243,2.445724662,2.452420735,2.448279653,-0.00340058,0.003295492,-0.000845589
28033673,28033673,28033673,28033673,28033673,28033673,-1.550726497,-1.550726497,-3.626360943,-3.629565485,-3.624672388,-3.626256948,-0.003204542,0.001688555,0.000103995
28037663,28037663,28037663,28037663,28037663,28037663,-3.994191598,-3.994191598,3.995292784,3.990694902,3.998468732,3.995811266,-0.004597882,0.003175948,0.000518482
28041707,28041707,28041707,28041707,28041707,28041707,-2.178036188,-2.178036188,-3.516570795,-3.521900822,-3.513521836,-3.515966447,-0.005330027,0.003048959,0.000604348
28045666,28045666,28045666,28045666,28045666,28045666,2.202473126,2.202473126,2.155939406,2.152641969,2.157631108,2.155623076,-0.003297437,0.001691702,-0.000316331
