timestamp,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,attack_acc0,attack_acc1,attack_acc2,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
28166460,28166460,28166460,28166460,28166460,28166460,-55.41980731,-55.41980731,-8.928614984,-8.427886434,-8.997536894,-18.86089198,0.50072855,-0.06892191,-9.932277
28170464,28170464,28170464,28170464,28170464,28170464,-25.14166628,-25.14166628,79.96830819,80.42366956,79.90507225,70.04566019,0.45536137,-0.06323594,-9.922648
28174466,28174466,28174466,28174466,28174466,28174466,79.18193915,79.18193915,-15.29651653,-14.85329403,-15.36227401,-25.19886653,0.4432225,-0.06575748,-9.90235
28178468,28178468,28178468,28178468,28178468,28178468,-45.56348143,-45.56348143,-74.9661932,-74.52019936,-75.0226483,-84.8533922,0.44599384,-0.056455098,-9.887199
28182460,28182460,28182460,28182460,28182460,28182460,-46.28784714,-46.28784714,47.91294316,48.36729053,47.83095934,37.99581316,0.45434737,-0.08198382,-9.91713
28186460,28186460,28186460,28186460,28186460,28186460,78.74748934,78.74748934,53.9524391,54.42380172,53.87828822,44.0002851,0.47136262,-0.07415088,-9.952154
28190463,28190463,28190463,28190463,28190463,28190463,-23.42231444,-23.42231444,-66.56221697,-66.11626533,-66.61940216,-76.49929897,0.44595164,-0.057185188,-9.937082
28194460,28194460,28194460,28194460,28194460,28194460,-61.06040187,-61.06040187,-28.41899882,-27.96327598,-28.4932836,-38.34301682,0.45572284,-0.074284784,-9.924018
28198460,28198460,28198460,28198460,28198460,28198460,72.7667626,72.7667626,78.7826798,79.2687704,78.69597228,68.8600548,0.4860906,-0.086707525,-9.922625
28202461,28202461,28202461,28202461,28202461,28202461,-1.824478815,-1.824478815,-0.135716736,0.321870714,-0.17759319,-10.07403374,0.45758745,-0.041876454,-9.938317
28206460,28206460,28206460,28206460,28206460,28206460,-71.99630697,-71.99630697,-78.36826527,-77.91757617,-78.42157917,-88.29232527,0.4506891,-0.053313904,-9.92406
28210463,28210463,28210463,28210463,28210463,28210463,63.91133814,63.91133814,27.76480438,28.23345383,27.68359083,17.82290038,0.46864945,-0.08121355,-9.941904
28214460,28214460,28214460,28214460,28214460,28214460,19.01758388,19.01758388,66.94726076,67.439884,66.85658694,57.02955426,0.49262324,-0.09067382,-9.9177065
28218463,28218463,28218463,28218463,28218463,28218463,-77.81416782,-77.81416782,-53.43450231,-52.92804211,-53.51290103,-63.34253931,0.5064602,-0.07839872,-9.908037
28222468,28222468,28222468,28222468,28222468,28222468,53.44572397,53.44572397,-52.23812533,-51.75840913,-52.29180443,-62.22457533,0.4797162,-0.053679105,-9.98645
28226464,28226464,28226464,28226464,28226464,28226464,34.46205841,34.46205841,71.16147742,71.639855,71.10210955,61.19516542,0.47837758,-0.05936787,-9.966312
28230461,28230461,28230461,28230461,28230461,28230461,-79.93593208,-79.93593208,19.7637094,20.21851808,19.70793295,9.839911399,0.45480868,-0.055776447,-9.923798
28234463,28234463,28234463,28234463,28234463,28234463,32.82491459,32.82491459,-79.7085294,-79.2070113,-79.75061162,-89.6224114,0.5015181,-0.042082217,-9.913882
28238467,28238467,28238467,28238467,28238467,28238467,49.18731527,49.18731527,4.36590036,4.86897721,4.27586411,-5.58896564,0.50307685,-0.09003625,-9.954866
28242463,28242463,28242463,28242463,28242463,28242463,-77.13667253,-77.13667253,76.62274956,77.13134401,76.5135434,66.68233156,0.50859445,-0.109206155,-9.940418
28246460,28246460,28246460,28246460,28246460,28246460,10.92364253,10.92364253,-39.50563659,-39.03804134,-39.57459077,-49.42126409,0.46759525,-0.06895418,-9.9156275
28250464,28250464,28250464,28250464,28250464,28250464,64.98036762,64.98036762,-63.37226527,-62.88402327,-63.46181158,-73.32191427,0.488242,-0.089546315,-9.949649
28254460,28254460,28254460,28254460,28254460,28254460,-68.02670849,-68.02670849,62.34003736,62.8344564,62.24889542,52.40977636,0.49441904,-0.09114194,-9.930261
28258464,28258464,28258464,28258464,28258464,28258464,-5.464625926,-5.464625926,40.94807669,41.46285894,40.89087743,31.03400469,0.51478225,-0.057199255,-9.914072
28262460,28262460,28262460,28262460,28262460,28262460,75.80006934,75.80006934,-76.41896514,-75.92834199,-76.45549725,-86.33576564,0.49062315,-0.036532115,-9.9168005
28266463,28266463,28266463,28266463,28266463,28266463,-57.37659501,-57.37659501,-11.81425774,-11.35561672,-11.87353528,-21.72177174,0.45864102,-0.059277534,-9.907514
28270483,28270483,28270483,28270483,28270483,28270483,-8.083948132,-8.083948132,78.36927515,78.83985641,78.29801483,68.42944115,0.47058126,-0.071260326,-9.939834
28274463,28274463,28274463,28274463,28274463,28274463,79.5283905,79.5283905,-18.14243988,-17.67478518,-18.22482588,-28.05809088,0.4676547,-0.082386,-9.915651
