timestamp,attack_trigger,attack_frequency,attack_amplitude,attack_offset,attack_timediff,attack_recovered,attack_gyro0,attack_gyro1,attack_gyro2,true_gyro0,true_gyro1,true_gyro2
115211454,1,44,2,1.8856195,0.003996,0.024364382,-0.00079047127,0.01130364,0.008367178,0.029068783,-0.014788879,0.0034639952
115215458,1,44,2,0.2503275,0.004004,0.024364382,0.0003128686,0.010867452,0.0072299987,0.028194573,-0.014148372,0.004180919
115219464,1,44,2,-1.6631407,0.004006,0.02473718,-0.00055795605,0.011719419,0.0078404965,0.029411634,-0.013384285,0.004378269
115223460,1,44,2,-1.7390057,0.003996,0.02473718,-0.0011793748,0.010972203,0.007290845,0.030778099,-0.013512251,0.0030876375
115227457,1,44,2,0.10250277,0.003997,0.024606809,-0.00077046006,0.011293839,0.007835377,0.030989835,-0.014147578,0.003623121
115231459,1,44,2,1.830995,0.004002,0.024595544,-0.0014172214,0.010123943,0.0081370585,0.029277598,-0.014680936,0.0035754878
115235456,1,44,2,1.540689,0.003997,0.024739191,-0.00024539742,0.009910793,0.008066641,0.029905528,-0.015106836,0.0039153486
115239458,1,44,2,-0.4521385,0.004002,0.024739191,-0.00035146152,0.010886818,0.008068069,0.028692195,-0.014471066,0.0018552941
115244261,1,44,2,-1.999725,0.004803,0.024246082,-0.0006882513,0.010837308,0.008034514,0.028651126,-0.013617315,0.0032351948
115249057,1,44,2,-0.5164962,0.004796,0.024274647,0.00028471302,0.009062026,0.008155197,0.029540459,-0.014040026,0.005391931
115253053,1,44,2,1.4949601,0.003996,0.024319708,-0.0006565368,0.009484843,0.007628865,0.02967394,-0.014042255,0.0045421026
115257064,1,44,2,1.8552155,0.004011,0.024319708,-0.00035438084,0.01001903,0.008168915,0.028229697,-0.015106538,0.0032257747
115261064,1,44,2,0.16478994,0.004,0.023576528,-0.0018145316,0.009910322,0.0071677696,0.029473295,-0.013722833,0.00411327
115265095,1,44,2,-1.7154137,0.004031,0.023131713,-0.002531694,0.0113077,0.0062910225,0.029237108,-0.013827525,0.0049576117
115269065,1,44,2,-1.6969993,0.00397,0.0235544,-0.0009302456,0.012675975,0.006444623,0.029149065,-0.013935959,0.00431684
115273055,1,44,2,0.18049805,0.00399,0.0235544,-0.00044825263,0.012253067,0.007736597,0.029030994,-0.014155157,0.004406713
115277055,1,44,2,1.8610477,0.004,0.023201317,-0.00080180395,0.010975059,0.008898751,0.02835955,-0.014681228,0.0024891123
115281057,1,44,2,1.487055,0.004002,0.023123667,-0.00017907265,0.01097477,0.00934592,0.028335853,-0.01574677,0.0030179508
115285062,1,44,2,-0.5317121,0.004005,0.024006873,5.872686E-05,0.011933102,0.008604595,0.03021078,-0.015527577,0.0041387593
115289057,1,44,2,-1.9608495,0.003995,0.024006873,-0.0016616874,0.011079926,0.009297191,0.028286707,-0.015423912,0.0046130847
115293090,1,44,2,-1.2163363,0.004033,0.023868248,-0.0024694689,0.0113971215,0.007894043,0.028407177,-0.01340233,0.0041862237
115297061,1,44,2,0.8589393,0.003971,0.024558127,-0.0018402898,0.01150491,0.008012444,0.028762437,-0.014363606,0.0030269295
115301076,1,44,2,1.9996932,0.004015,0.024558127,-0.0002549333,0.012465659,0.008380925,0.028978162,-0.014363157,0.0029285194
115305059,1,44,2,0.9355112,0.003983,0.024531558,-0.0007407368,0.012359551,0.0068771457,0.03003,-0.013617019,0.0032781214
115309054,1,44,2,-1.1599842,0.003995,0.02440764,-0.0010854742,0.012996952,0.0077161123,0.028500441,-0.014679353,0.0046178144
115313062,1,44,2,-1.9759165,0.004008,0.02440764,-0.0011935954,0.011503998,0.0077179167,0.028344454,-0.015423938,0.002599643
115317061,1,44,2,-0.6100849,0.003999,0.02493897,0.00040994823,0.0106539605,0.007552638,0.028944746,-0.015106479,0.00399236
115321094,1,44,2,1.4420097,0.004033,0.025077581,-0.0010235537,0.010970775,0.009210926,0.029095968,-0.01617279,0.0025078338
115325056,1,44,2,1.8919821,0.003962,0.024957672,-0.0016481605,0.011293773,0.008654179,0.030049218,-0.015425766,0.0027499278
115329060,1,44,2,0.26951635,0.004004,0.024957672,-0.0013018707,0.012039937,0.007817237,0.03016687,-0.015321582,0.002328394
115333098,1,44,2,-1.6632396,0.004038,0.024952844,-7.713596E-05,0.010556698,0.009453413,0.03048949,-0.015216032,0.0022299187
115337061,1,44,2,-1.7484832,0.003963,0.02502568,0.0007906925,0.011300315,0.009053618,0.029932609,-0.014683052,0.0030640815
115341058,1,44,2,0.08317064,0.003997,0.024807185,-0.0004574427,0.010978924,0.008057181,0.029485183,-0.014686619,0.0037931337
115345057,1,44,2,1.823123,0.003999,0.024807185,-0.0006337954,0.01171729,0.006879825,0.029686954,-0.01468186,0.004121325
115349088,1,44,2,1.5430635,0.004031,0.024440229,-0.0007677626,0.011825253,0.007619915,0.02856223,-0.015959786,0.0025990314
115353058,1,44,2,-0.4294513,0.00397,0.024440229,8.6131266E-05,0.012261524,0.0077545675,0.028941602,-0.014466513,0.00409848
115357054,1,44,2,-1.9383597,0.003996,0.024492338,-0.0012086116,0.010870944,0.008248302,0.027845412,-0.015536784,0.001618207
